A00-1001	187
W10-4140	13447;14412;14684
W10-4141	13585;13248
W10-4142	14657;13440;13376
W10-4143	9358;9370
W10-4144	11034;8687;9308
W10-4145	14701;13718;14573;14571;967
W10-4146	13858;14683;9322;10385
W10-4147	7898
W10-4148	13144;7896;13794;13784
W10-4149	14576;9398
W10-4150	14621;14419;11284
W10-4151	13592;14695;2935;13754;4771
W10-4152	1265;3753;4780;3454
W10-4153	8671;13241;14320;15080;14703;9370
W10-4154	9012;14620;13201;4184
W10-4155	14376;13501;11487;8667
W10-4156	14709;7458;13802;13449;13132
W10-4157	9283;13811;13954;13541
W10-4158	13532;14110;14642;9110;14708
W10-4159	13855;13809
W10-4160	14551;3455
W10-4161	11029;14564;4761;14610
W10-4162	15369;14829;13767;9015;2967
W10-4163	7903;14686;13246
W10-4164	13584;12878;13138
W10-4165	13810;12147;3474
W10-4166	14673;11029
W10-4167	3753;14685;14423
W10-4168	9281;12424;9370
W10-4169	13086;7458;13132;13545;13369
W10-4170	14686;7903;10367
W10-4171	9006;10355;12145;12482
W10-4172	14561;13251;14424;13782
W10-4173	13501;14376;8667
W10-4201	534;4335
W10-4202	1810;1016;5353
W10-4203	1823
W10-4204	13229;14874
W10-4205	11595;5384
W10-4206	2632;12788
W10-4207	11672;2413;3616;5272;6046;11846
W10-4208	5430
W10-4209	5430
W10-4210	5545;15397;6793
W10-4211	5740;1026;12057
W10-4212	14201;15397;14083
W10-4213	7531
W10-4214	10989;3569;8224;14453;4452
W10-4215	12290;6496
W10-4216	15390
W10-4217	534;4335
W10-4218	13180;14129
W10-4219	1675
W10-4220	5362;11685
W10-4221	14458;13677;4350
W10-4222	8861;6573
W10-4223	12419;15410;4350
W10-4224	12465;13678;13435;4384
W10-4225	534;2632;4271
W10-4226	534;4335
W10-4227	13048
W10-4228	14837;2546;14065
W10-4229	9737;14252;10522;404
W10-4230	2256;711
W10-4231	11685;14379;5353;13699
W10-4232	14379;11685;5353;13699
W10-4233	4271;7827;11652;958;1079;1651;5633;6046
W10-4234	7031;14616;6496;13791;12290;13962
W10-4235	4683;11785;6856
W10-4236	1651;4081
W10-4237	534;14591;12888;3368;12835
W10-4301	12261;10057
W10-4302	3224;9520;7253
W10-4303	8643
W10-4304	3294;5523;1924;11992
W10-4305	13085;7833
W10-4306	13925;13452;6740;14181;13689
W10-4307	14271;8354;3041;9861
W10-4308	7253;9520;11455;13066;11857;12261;14630
W10-4309	13515;722;3629
W10-4310	10380;3812;6584;5865
W10-4311	13045;14196
W10-4312	11411;658
W10-4313	15389;13732
W10-4314	13462;12982;13777;13978;4707
W10-4315	1823
W10-4316	4893;7380;9408
W10-4317	14627;7380
W10-4318	12698;13948;654;7017
W10-4319	11862;11886
W10-4320	13905;14359;14405;14450
W10-4321	2681;8908;5633
W10-4322	13115;13378;14125
W10-4323	4016;13375;13606;13864;8184;11286;9190
W10-4324	11785;4683
W10-4325	2068
W10-4326	14706;13716;5968;14625;7857
W10-4327	10380;3812;5865
W10-4328	12698;7017
W10-4329	6740;5796
W10-4330	13561
W10-4331	2525;5796;13662;13674;9042
W10-4332	14159;13720;13056
W10-4333	13065;298;8270
W10-4334	13375;13606;4016;13864;8184;11286;9190
W10-4335	13623;6085;5281
W10-4336	13182;4683
W10-4337	8499;6656;6832;11779
W10-4338	13412;6656;6832;8499
W10-4339	5539;14415;6092;3401;3950;13632;5790
W10-4340	10057
W10-4341	14111;8936
W10-4342	13066;9520;7253
W10-4343	2681;14563;13429
W10-4344	14248;13599;13037
W10-4345	2578;8270
W10-4346	3209;13835;14299;13031;15406
W10-4347	2430;14385;13025;6410
W10-4348	15218;4871;6461
W10-4349	12221;10497;14309
W10-4350	13722;13056
W10-4351	9976;11456;13704
W10-4352	14437;8038
W10-4353	1103;14271;8354;14199;3041;11530;9861
W10-4354	13704;14337;9976
W10-4355	4277;6116
W10-4356	11443;13462;10720;11192;11173;4707
W10-4357	390;14834;4165
W10-4358	1924;13625;3294;5523;5063
W10-4359	11842;11417
W10-4360	11942;14409
W11-0101	915
W11-0102	14986
W11-0103	171;11482;12175
W11-0104	405;5490
W11-0105	415;14900;14944;15378
W11-0106	9568;15109
W11-0107	14804;3346;9790;3963;5630
W11-0108	730;2948;12031;6391
W11-0109	14811;15233;15278
W11-0110	878;1913;15155
W11-0111	14913;12763
W11-0112	11654;2164;5630
W11-0113	14945
W11-0114	14950;15219;1404;14855;6628
W11-0115	13443
W11-0116	14953;1141;15021;15019;598;3835
W11-0117	3183
W11-0118	15504;1499
W11-0119	14987;3977
W11-0120	11899;5490
W11-0121	15110;3346
W11-0122	15135;2983
W11-0123	14052;5916;5295;5729;13952;11983;3600;5286
W11-0124	12091;15110;11365;3346;5352;5703
W11-0125	10713;915
W11-0126	10804;15147;7005
W11-0127	10830
W11-0128	12350;12763
W11-0129	15311;8570
W11-0130	12394
W11-0131	12414;7301
W11-0132	14760;947
W11-0133	498;8720;8482;15155
W11-0134	14813;6510
W11-0135	9616;5075
W11-0136	11514;15329;13840
W11-0137	14868
W11-0138	14951;14786
W11-0139	15018;15279;15302
W11-0140	4704;5333;15189
W11-0141	5640;15235;1632
W11-0142	15117
W11-0143	5703;3346;14986
W11-0144	6631;9827;14984
W11-0145	15202;201
W11-0146	6929;9521;6660;13742
W11-0147	15210;14814;7727;11526
W11-0148	15263;15045
W11-0149	15341;6628
W11-0150	11323;3200
W11-0201	15291;15171;14366;12327;11901
W11-0202	14197;850
W11-0203	14989;15042;13084;15160;15206;14772
W11-0204	12355;2733;12356;7115
W11-0205	1437;14852;475;12366;3520
W11-0206	15174;15192;6861;14986;933
W11-0207	14792;9417
W11-0208	15303;11501;6109;8313
W11-0209	12310;15013;14795
W11-0210	14787;202
W11-0211	5167;5756
W11-0212	662;15375
W11-0213	5888;8843;11936
W11-0214	6090;10762;8313
W11-0215	10762;6090;12015;8313
W11-0216	11505;4582;5674
W11-0217	12402;1437;14996
W11-0218	12287;10762;8313
W11-0219	3832;150;669;15384;2557;7949
W11-0220	15357;14859;11832;8843
W11-0221	3103;8071;4104;5561
W11-0222	15065;7333;15270;15199
W11-0223	15004;284
W11-0224	8549;15180
W11-0225	3136;15154;15312;15033
W11-0301	4655;3025;451
W11-0302	13956
W11-0303	14381;171;3835
W11-0304	13778
W11-0305	14976;14856
W11-0306	3184
W11-0307	8596;9718
W11-0308	12036;13394;7731
W11-0309	5720
W11-0310	15226;14926;1342
W11-0311	11355;15336;13166;5490
W11-0312	11373;11402
W11-0313	9473;6026
W11-0314	1800;11147;5614
W11-0315	3458;9122;12924;1971
W11-0316	11927;14845;12478;7904
W11-0317	15094;6350;15073;6218;13928
W11-0318	15151;7477;4275;5286
W11-0319	6369;6250
W11-0320	14290
W11-0321	15240;9411;14807
W11-0322	15277;2803
W11-0323	15363;13614
W11-0324	9375
W11-0325	8091
W11-0326	15061;15038;14798;14797;1342
W11-0327	15041;6980
W11-0328	8323;5561;15017
W11-0329	9141;8259;15172;15095
W11-0401	15383;11100;7539
W11-0402	1299;13276
W11-0403	11128;14849;15155;12049
W11-0404	14982;372
W11-0405	15010;4478
W11-0406	14975;15137;15257
W11-0407	14999;14959;5296;5561;8313
W11-0408	1913;15155
W11-0409	7029
W11-0410	1437;3520;15155
W11-0411	9980;10847;9417;13333;9888;15183
W11-0412	11505;4582
W11-0413	14747;14891
W11-0414	15188;12240
W11-0415	7240;15334;14898;549
W11-0416	7839
W11-0417	14922;3529;15084
W11-0418	1072;10321;10992;6449;6612
W11-0419	15180;7839
W11-0420	14705;9021
W11-0501	15304;14758
W11-0502	14756;15200;14923;15208
W11-0503	15320;1023
W11-0504	6186;1666
W11-0505	12923;15398;989
W11-0506	11685;15344;1016;5353;2121
W11-0507	15091;1195
W11-0601	14809;15161;13177;9807
W11-0602	15028;10126
W11-0603	15157;14939
W11-0604	9078
W11-0605	15266
W11-0606	10779;2901;14911
W11-0607	4684
W11-0608	15404;15405;3249
W11-0609	11542;4639
W11-0610	15178;6881;13031;15406
W11-0611	5581
W11-0612	5943;5970
W11-0701	14974
W11-0702	14746;8643;201;14918;14815;15024
W11-0703	14783;1442;15170;15201
W11-0704	13424;12001;13084;14986
W11-0705	11350;15346;15314;6707;6307
W11-0706	15088;14674;6171
W11-0707	539;15114;15150;15364;13551;15088;14674;6171
W11-0708	14875;15082;14858;14768;14941;14794
W11-0709	10356;4911;8805
W11-0710	15132;15208
W11-0711	15165;14980;8977
W11-0801	389
W11-0802	9992;14766
W11-0803	13112;11549;404
W11-0804	3368;2412;12888
W11-0805	13324;15039
W11-0806	7301;3812
W11-0807	8327;6980
W11-0808	15049
W11-0809	1485;15244
W11-0810	4382;1777;5061
W11-0811	1586
W11-0812	15224;6709;12946;8584
W11-0813	15326;13335
W11-0814	14963;729
W11-0815	14754;8584;15113
W11-0816	15252
W11-0817	11162;13997;13013
W11-0818	15039;13324
W11-0819	7391;8775
W11-0820	12404;12337
W11-0821	6350;406;15094;15030;3814;15073
W11-0822	14885;6709;8584
W11-0823	1379
W11-0901	15155
W11-0902	7917;5349;15254;14953;5147
W11-0903	14779;6152;14735
W11-0904	15031;11549;2085;404
W11-0905	11526;14788;6707
W11-0906	14849;15155
W11-0907	12648
W11-0908	8239;1804
W11-0909	11660;14834;14785
W11-0910	13041;878;3541;12774;15155;7794
W11-1001	6466;13842
W11-1002	13815;8948
W11-1003	15345;15155
W11-1004	13586;11580;8751
W11-1005	15122;4628
W11-1006	4662;14983
W11-1007	8985;2649;3655
W11-1008	7072;8948
W11-1009	316;1163;15104
W11-1010	5473;4318;10330;9021
W11-1011	10010;4584
W11-1012	9898;8602
W11-1013	13918;14910;10527;9438;1388
W11-1014	9500;13175
W11-1015	10010;14823;4584
W11-1101	10334;7663;14835
W11-1102	15355;15398
W11-1103	14925;2636;12052
W11-1104	13607
W11-1105	15356;6548
W11-1106	8055;9716;15388
W11-1107	10562;6676;5417
W11-1108	5151;150
W11-1109	14244
W11-1201	4221
W11-1202	4221;13924;15230
W11-1203	12958;5296;8313
W11-1204	13318;15074;14532;15175
W11-1205	5663;15177
W11-1206	14965;5663;15159
W11-1207	14924;13043;14662
W11-1208	8687;989
W11-1209	3280;8602
W11-1210	9456;3280;8602;1020
W11-1211	9633;9409;15102;6548
W11-1212	6313;4543
W11-1213	14382;7720
W11-1214	534;4335
W11-1215	15258;15062;15069;1271;15281;14931;13735;15060;15056;14776;3734
W11-1216	14749;644
W11-1217	3606;14833;10111
W11-1218	14775;15107
W11-1219	14801;11139
W11-1301	15310;434;15365
W11-1302	9246;13223
W11-1303	8484
W11-1304	619;2715
W11-1305	15005;15090;14208;14244
W11-1306	6350
W11-1307	13112;14078;10522;14252;404
W11-1308	14930;14107
W11-1309	13870;2129
W11-1310	14195;5343;5130;14933
W11-1401	14755;15242;15084
W11-1402	15347;4875
W11-1403	14458;14806;15395;14932
W11-1404	14862;10462;4949
W11-1405	1252;9162
W11-1406	14894;15211;11495;578
W11-1407	14755;15084
W11-1408	13128;12595;2408;12758;14865
W11-1409	14887;2171
W11-1410	1869;13563;10312
W11-1411	13495;4911
W11-1412	14992;14843;14994;4866;1169
W11-1413	5682;13254
W11-1414	6123;13082;15338
W11-1415	15403;14983
W11-1416	8715;14872
W11-1417	8715;4875;2171
W11-1418	15350;14970
W11-1419	9162;13284;9256
W11-1420	9162;3296
W11-1421	15331;12106;4732
W11-1422	2573
W11-1501	15217;720;15153
W11-1502	3086;2271;14759
W11-1503	7240;15334;14898;549
W11-1504	11405;12004
W11-1505	13276
W11-1506	14876;8614
W11-1507	14671;11858;15410;202
W11-1508	6516;420;15269;2740
W11-1509	14981;15307;15255;1543;15176
W11-1510	7215;15215;15167;15133;13936;15328
W11-1511	12166;4221
W11-1512	10712;5970
W11-1513	15353;15295;5490
W11-1514	5581
W11-1515	15132;7626;15208
W11-1516	13600;6700;15093;3835
W11-1601	14867;3981
W11-1602	14812;13910;3582;8585
W11-1603	768;7083
W11-1604	12419;5211;15410;4350
W11-1605	10380;5865
W11-1606	11075;5384
W11-1607	2118;15225
W11-1608	14934;4549
W11-1609	11977;8816
W11-1610	14002;989;9896;15398
W11-1611	14002;15398;989
W11-1701	201;8643;14746;14918;14815;15106
W11-1702	5103;8614
W11-1703	15300;14744
W11-1704	7778;15052;14901;11592;14997;135;7779;8042;11297;15308
W11-1705	9966;13209
W11-1706	11514;4529;14971
W11-1707	12984;14972;13967
W11-1708	15408;15410
W11-1709	5581;15352
W11-1710	15296;11549;404;6114
W11-1711	15040;15015;15284
W11-1712	14897;15259
W11-1713	15306;1632
W11-1714	15288;2688;10481
W11-1715	15205;6976
W11-1716	14873;15298;15148;14904
W11-1717	14745;15007;607
W11-1718	14954;15305;13967
W11-1719	15164;6480;14831;6976
W11-1720	15216;1072;15212;11436;13897
W11-1721	14550;4911
W11-1722	11928;12984;6235;13967
W11-1723	14956;15096
W11-1724	9012;14620;11251
W11-1725	14936;14808;3564;15297;15292;14863;15163;1570
W11-1801	4104;10762;6090;14810;10598;8313
W11-1802	4104;11205;7980;9158
W11-1803	6090;10762;8313
W11-1804	10762;6090;15190;14417;13878;15319;14364;8313;202
W11-1805	8596;9718
W11-1806	5349;7917;5147
W11-1807	6849;5339
W11-1808	6849;5349;7917;5339;5147
W11-1809	14810;15009;14800;15409;15121
W11-1810	15009;15083;15309;13333;14810;169;14800
W11-1811	10598;4104;8313
W11-1812	10762;6090;8313
W11-1813	15022;6861;11667
W11-1814	15134;8323
W11-1815	15194;14940;15325;15309;15121
W11-1816	12287;15294;10762;6090;4104;8313
W11-1817	15325;15121
W11-1818	15187;14893;14864;15327
W11-1819	1073;13196;2786;6156;6858
W11-1820	14821;15253
W11-1821	12355;14748;11554;12356
W11-1822	15047;15130;14979
W11-1823	15301;4210;7274;14853;6865
W11-1824	14902;15136;11680
W11-1825	6664;14851;2573;8491
W11-1826	4887;15032;12366
W11-1827	4084;565
W11-1828	13030;7115
W11-1901	6579;6713;5175;15155;8792;9021
W11-1902	15048;6355;14836;1141;7917;3835
W11-1903	12209;15153;8344
W11-1904	11480;15223;7009;15207;7128;6980
W11-1905	13029;6016
W11-1906	14272;15077
W11-1907	13085;15119;7833
W11-1908	8405;15220;2085;6516
W11-1909	14699;15064;3455;9306;15343;9104
W11-1910	13664;14283
W11-1911	12427;15261;15098;4911;4900;15044
W11-1912	4210;15301
W11-1913	3612;4275;5286
W11-1914	11880;11102;15274;14825;14763
W11-1915	14837;2546
W11-1916	13698;9504;9612;4199
W11-1917	11913;12391;15181
W11-1918	14696;13614
W11-1919	14641;9021;234
W11-1920	7818;14782;14952;1023
W11-1921	9666;15371;12146
W11-1922	14376;8667;3742
W11-2001	4561
W11-2002	654;926;14860;10021;4016;4683;15099;14086;15236;8184;8857;11286;9190;2171
W11-2003	14942;5682
W11-2004	5796;15229;4277;15092;2525;6116
W11-2005	9658;6689
W11-2006	1775;4714;7076
W11-2007	11443;11702;10720;4707
W11-2008	15359;5654;3989
W11-2009	8041
W11-2010	11411;1823
W11-2011	13229;14874;8568
W11-2012	11415;12173;11857
W11-2013	712;3416
W11-2014	14299;14777;3209;8857
W11-2015	9520;7253
W11-2016	8857
W11-2017	11785;10021;4683;4909
W11-2018	14568;14978
W11-2019	2040;5633;12286;11457
W11-2020	12221;15231;10497
W11-2021	15340;13007;14847;14968
W11-2022	15102;6548;9409;9633
W11-2023	13083;306;538;4561
W11-2024	2391;4875
W11-2025	4429;15208
W11-2026	14816;15232
W11-2027	6307;13275;13779;13418
W11-2028	5539;15108;15243;15016;13632;5790
W11-2029	13418;6307;13275
W11-2030	2681;298;15127;15214;8270;15276
W11-2031	15087;1775
W11-2032	5097;15248
W11-2033	11924
W11-2034	15076;14871;14884;2243;15034;15333
W11-2035	13128;15317;12595
W11-2036	14895;4875
W11-2037	298
W11-2038	6307;14771;14870;15001
W11-2039	6929;6660
W11-2040	12290;6496
W11-2041	2040;3616;14789;5633;12286;11457
W11-2042	15029;15337;14111;8936;15342;15020;15142
W11-2043	5986;15050;11897;4617
W11-2044	2578;15287;14935;8270
W11-2045	6548;15356;15125;13372
W11-2101	13039;15474;12124;12459
W11-2102	8009;4004;14998;15517;15601;6051
W11-2103	989;4247;5625;12459
W11-2104	9483;14138;8575;920
W11-2105	1222;4414
W11-2106	11536;4878;5896
W11-2107	13227;4584
W11-2108	15551;13039
W11-2109	14138;8575;9483;920
W11-2110	14138
W11-2111	12107;8128;5061;14848
W11-2112	15584;12973;7708
W11-2113	14375;1445
W11-2114	12459
W11-2115	12992
W11-2116	13414;1068
W11-2117	11727;4584
W11-2118	4713;15484;5893
W11-2119	12182;11302;5279;7326
W11-2120	15600
W11-2121	15641;15444;3927
W11-2122	11902;6164;15556
W11-2123	11727
W11-2124	5926;10044;8602;8631
W11-2125	10262;7617
W11-2126	14595;4247
W11-2127	12959;3005;6707
W11-2128	10440;15473;3005
W11-2129	7853;1002
W11-2130	3012;301;4247
W11-2131	11423;9219
W11-2132	4515;7328;15602;11344
W11-2133	15589;2265
W11-2134	15422;8187
W11-2135	144;13043;15539;13910;15638;14662;49;13178;10294;11887;15605
W11-2136	12973;15584;7708
W11-2137	11423;9219
W11-2138	13039;15612
W11-2139	11588;9925;9692;7626
W11-2140	9814;3378;6811
W11-2141	2266;11764
W11-2142	15484;4713;14615;15570;5893;10044;5926;8631;144;49;13178;941;8656;7381
W11-2143	10010;4584
W11-2144	13487;14462;7072;2265;13906
W11-2145	10044;13922;5926;8631
W11-2146	3280;347;9898;9456;8602
W11-2147	3380;7853;82
W11-2148	10084;6811;15531;9814;13076;14791
W11-2149	13546;14615;15599;15484;15570;11003;15464;13876;4713;5893
W11-2150	4051;15247
W11-2151	15535;15596
W11-2152	13885;15586;15487;13039
W11-2153	12124;13885;13432;14737
W11-2154	14141;15588;15541;13547;592;13032;13742
W11-2155	15585;14244
W11-2156	13175;9500
W11-2157	15591;15592;15567
W11-2158	7328;4515;12992;15602;11344;15417;14303
W11-2159	7853
W11-2160	12396;9896;989;12126;4954
W11-2161	9007;8409;10207;8575;15649
W11-2162	14663;15446
W11-2163	9263
W11-2164	4738;5720;8602
W11-2165	9925;7626
W11-2166	3397;11885;15628
W11-2167	10892;3016;7174
W11-2168	11887;144;13178;14662
W11-2201	14939
W11-2202	2082;11275;1442;7626;8999
W11-2203	9465
W11-2204	15614
W11-2205	8596
W11-2206	15069;15258;3734
W11-2207	15608;15610;15624;385
W11-2208	13125;11588;1441;7626
W11-2209	15443;15470;13547;15578;13742
W11-2210	13424;11746;12001
W11-2211	13546;8575;11003;5893
W11-2212	13547;13742
W11-2213	4344;10798
W11-2214	13607;14395
W11-2301	15573;15413;11104;15481;15569;15540;15477
W11-2302	7018
W11-2303	6881;15483;7727;13396;13342
W11-2304	14194;15460
W11-2305	15436;6881
W11-2306	11685;15344;1016;5353;2121;5362;1282;1810
W11-2307	15533;15564;15552;15437;15528;15486;15627;15574;15563
W11-2308	1800;5614;11147
W11-2309	15535;15596;15547;11938;15475;15554
W11-2310	15630;15506
W11-2311	15423;15631;1663
W11-2312	15546;15457;15557;2160;15566;14799;15530
W11-2313	15503;15548
W11-2314	15434;13516;13387;6573;8861
W11-2315	13092;1499;7708;12946
W11-2316	8646
W11-2401	10481;14713;14062;15525
W11-2402	7504;9949;1633
W11-2403	5532;1633;11861;7958
W11-2404	4332;11993;5854
W11-2405	7473;5542
W11-2406	15623;1388
W11-2407	2301
W11-2408	13417;7299
W11-2501	434;4684
W11-2502	15568
W11-2503	15442;15619;434
W11-2504	15450;989;15398
W11-2505	454;15445;7377
W11-2506	10017;2439
W11-2507	14950;15219
W11-2508	15496;434
W11-2601	6319;2333;11573;7894
W11-2602	15594;3005
W11-2603	12037;15269
W11-2604	7246
W11-2605	10090;14766;15476;5191
W11-2606	15490;15415;15208
W11-2607	15435;15447;15465;15590;15620
W11-2608	6623;15518;15598
W11-2609	5207;15425;5434
W11-2701	2555;227
W11-2702	8568;1651
W11-2703	11685;1016;5353
W11-2704	6793
W11-2705	15463;15097;14857
W11-2706	12159;8816
W11-2707	1499;15504
W11-2708	15390
W12-0101	16209;16208
W12-0102	11019;344
W12-0103	16210;1471
W12-0104	16211;403;15455
W12-0105	16213;16212;2842
W12-0106	1665;10540;8456;8751
W12-0107	8555
W12-0108	8018;8508;10979
W12-0109	16214;11086;9288
W12-0110	4250
W12-0111	16215
W12-0112	16216;11163;9865
W12-0113	14078;404
W12-0114	16218;16217;3130;344;6722;2046;7427;8167
W12-0115	2266
W12-0116	8687;6166;7567
W12-0117	15102;6548
W12-0201	16219;13912;947;1620
W12-0202	16220;14964;14218;947;13635
W12-0203	10048;7709;9907
W12-0204	16223;16222;16221
W12-0205	16225;16224;6229
W12-0206	16226;15354;850
W12-0207	16228;16227;5022;1604;10293
W12-0208	4287
W12-0209	13912;1620
W12-0210	7246
W12-0211	16230;16229;5869
W12-0212	16231
W12-0214	16233;16232
W12-0215	16235;16234;9108
W12-0216	16236
W12-0301	16239;16238;16237;10398;3422
W12-0302	16241;16240
W12-0303	16242
W12-0304	16243;10584
W12-0305	16245;16244;11363;7091
W12-0306	16247;16246
W12-0401	16251;16250;16249;16248
W12-0402	16252;9920
W12-0403	16255;16254;16253
W12-0404	16257;16256;15149;14960;1023
W12-0405	2364;348
W12-0406	16258;6516
W12-0408	16261;16260;16259
W12-0409	7946
W12-0410	16262;7162
W12-0411	16264;16263;1904
W12-0412	16265
W12-0413	16266;6976;7660
W12-0414	3834
W12-0415	16267;7012
W12-0501	16268;10974;9733
W12-0502	16269;15568
W12-0503	16270;13432
W12-0504	16271;2842
W12-0505	16272;13526
W12-0506	5490
W12-0507	16274;16273
W12-0508	16277;16276;16275
W12-0509	16278;4908;2227;915
W12-0510	16279;12074;241;9880
W12-0511	16280;6908;680;9240;1921
W12-0512	16281;2876;10847
W12-0513	8863;1760;9087
W12-0514	16283;16282;8885
W12-0515	16286;16285;16284
W12-0601	14883;6319;15259
W12-0602	16287;11473
W12-0603	16288;14680;4780
W12-0604	16290;16289
W12-0605	16292;16291
W12-0606	13161;6909;13438
W12-0607	8215;759
W12-0608	16293;884
W12-0701	16295;16294
W12-0702	16297;16296;2568
W12-0703	16298;619
W12-0704	7853
W12-0705	16301;16300;16299;15291
W12-0706	16302;13746
W12-0707	15104;316
W12-0801	16304;16303;13054;11961
W12-0802	16306;16305
W12-0803	16307;7299
W12-0804	16308
W12-0901	16309;2111
W12-0902	16310;695
W12-0903	7764
W12-0904	16312;16311;8885;5045
W12-0905	16313;14594;8584;590;3562
W12-0906	14594
W12-0907	16315;16314
W12-0908	16316;4684;434
W12-0909	16317;978
W12-0910	14594;8584
W12-0911	16319;16318;8584;590;3562;6709
W12-0912	16320
W12-1001	16323;16322;16321;9826
W12-1002	16327;16326;16325;16324;12284
W12-1003	16329;16328;289;10090
W12-1004	16330;748
W12-1005	16332;16331
W12-1006	16333;4369;1787
W12-1007	16335;16334;4267
W12-1008	16338;16337;16336
W12-1009	16339;884;10611
W12-1010	10712;10469;5970
W12-1011	4627
W12-1012	16340;7792
W12-1013	16341;10378;7693;1422;67
W12-1014	16342;7792
W12-1015	16343;8257;8564
W12-1016	16344;14890
W12-1102	8239;9616;6449
W12-1104	16349;16348;16347;16346;16345
W12-1105	16354;16353;16352;16351;16350
W12-1107	16355;9582;14965;3261
W12-1108	16360;16359;16358;16357;16356
W12-1202	16361
W12-1203	16364;16363;16362
W12-1204	16367;16366;16365
W12-1206	16369;16368
W12-1207	9558
W12-1208	16370
W12-1301	16372;16371;4516;50
W12-1305	16374;16373;6;592
W12-1306	16375;10574
W12-1310	16377;16376;7066
W12-1405	16380;16379;16378
W12-1501	5353
W12-1502	4707
W12-1503	16381;13677;4350
W12-1504	7827;11455;11857
W12-1505	16384;16383;16382;14466;7738;5430
W12-1506	8713;10492;711
W12-1507	16385;2606
W12-1508	2723;855;6046
W12-1509	13229;10021;6856;4683
W12-1510	16387;16386;481
W12-1511	14459
W12-1512	16388
W12-1513	1997
W12-1514	15473;3005
W12-1515	16391;16390;16389;3805;11814
W12-1516	16392;6793
W12-1517	5333
W12-1518	16393;6573;6496;8861
W12-1519	16394;6551;5680
W12-1520	16396;16395;15397;7531;5430
W12-1521	16397;12092;9503;4335;1893
W12-1522	16400;16399;16398;5460;926
W12-1523	16402;16401;5545
W12-1524	16403
W12-1525	534;711;10492;8713;8816
W12-1526	16404;9503;7333;2606;1893
W12-1527	16405;8713;5430;772
W12-1528	8816
W12-1601	3989
W12-1602	16406;6929;2606
W12-1603	16408;16407;14568;654;1079
W12-1604	16409;4271;1572;13373
W12-1605	15320;1023
W12-1606	11897;2171
W12-1607	16410;11986;15415
W12-1608	255
W12-1609	16414;16413;16412;16411;9190;8184;11286
W12-1610	16416;16415;14967;11747;6631
W12-1611	8270;5539;2681;4714
W12-1612	16417;11443;4707
W12-1613	10680;7016
W12-1614	16418;1023
W12-1615	14299;3209
W12-1616	11026;10533
W12-1617	16420;16419;10497
W12-1618	8270;1775
W12-1619	16423;16422;16421;11785;11539;4683;4909
W12-1620	16425;16424;15112;8270;1775;7076
W12-1621	16427;16426;14834
W12-1622	16428;6832;3771
W12-1623	16429;5906;7475
W12-1624	16430;6740;14181;13452
W12-1625	11924
W12-1626	11897;2171
W12-1627	4875
W12-1628	16431;8718
W12-1629	16433;16432;4665
W12-1630	4875;2391
W12-1631	16436;16435;16434
W12-1632	964;12174
W12-1633	2525;5796;8224;3569
W12-1634	16437;14949;11702;11443;4707
W12-1635	16438;6307;13275
W12-1636	13542;1235
W12-1637	4714;1775
W12-1638	14299;8857;14777;3209
W12-1639	16440;16439
W12-1640	15317;1854;13128
W12-1641	16441;11857;11455;9520;7253
W12-1642	15320;1023
W12-1643	10207;7253
W12-1701	11393;2261;7794
W12-1702	11818;1846;4310
W12-1703	11424;4732
W12-1704	16444;16443;16442
W12-1705	16446;16445;7301
W12-1706	2409;4732
W12-1707	11296;12350;10668
W12-1708	16447;2261;7794
W12-1801	16448;15623;6832;1388
W12-1802	8718
W12-1803	16452;16451;16450;16449;11598
W12-1804	16453;13229
W12-1805	14125
W12-1806	7253
W12-1807	16454;3416;712
W12-1808	10021;4683;13229
W12-1809	7784
W12-1810	654;2171
W12-1811	4730
W12-1812	8857
W12-1813	16455;255
W12-1814	9520;7253
W12-1815	16456;4528
W12-1816	3039;8338;11472
W12-1817	16461;16460;16459;16458;16457;6740;4528
W12-1818	16462;6461
W12-1819	16463;12221;10497
W12-1901	16464;8212;4209
W12-1902	16468;16467;16466;16465;3771;748
W12-1903	14381;171;3835
W12-1904	16469;8448;12126
W12-1905	11746;14986
W12-1906	16470;1445
W12-1907	16471;686
W12-1908	16472
W12-1909	16473;1445;686;2857
W12-1910	16474
W12-1911	16476;16475
W12-1912	13027;3349
W12-1913	15456;14939;7764
W12-1914	16477
W12-1915	16478
W12-2001	8720;8482;498;15155
W12-2002	16481;16480;16479;5218;598;11025
W12-2003	16484;16483;16482;9122
W12-2004	15354;850
W12-2005	8128;5061;14848
W12-2006	16486;16485;1651
W12-2007	513;3296
W12-2008	1252
W12-2009	16487;14992;14843;4866;1169
W12-2010	14844;9256
W12-2011	16489;16488;1869
W12-2012	16491;16490
W12-2013	16492;12126;8448
W12-2014	7891;3458;1252
W12-2015	16495;16494;16493;11292;1100
W12-2016	16496;5682
W12-2017	16497;14117;2606
W12-2018	7031;13791
W12-2019	16498;10481
W12-2020	16500;16499;15347;4875
W12-2021	9162;604;9256
W12-2022	14713;14062;10481
W12-2023	16501;13393;14078;404
W12-2024	16502;10481;796
W12-2025	16503;11536;5896
W12-2026	1687
W12-2027	8128;3218;964
W12-2028	16504;9458;850
W12-2029	16505;10309;6862
W12-2030	16506;10531;8600
W12-2031	16507;11854;5577
W12-2032	7009;7128;6980
