A00-1001	4073
W05-1605	5126;7590
W05-1606	6225
W05-1607	7145;7670
W05-1608	7626;13814
W05-1609	7670
W05-1610	2808
W05-1611	8803;12683
W05-1612	8868;7620
W05-1613	9165;12803
W05-1614	11320
W05-1615	12555;11195;5908
W05-1616	14195;11195
W05-1617	4647;6917;7012
W05-1618	4948;11638
W05-1619	15455
W05-1620	2731;2675
W05-1621	7005;9165
W05-1622	7398
W05-1623	7404
W05-1624	7675;11041;5252;11281;8576;6888;10793;11852
W05-1625	9484
W05-1626	13633
W05-1627	13633
W05-1628	13880;3781;4218
W06-0101	14661;2311
W06-0102	7825;2433
W06-0103	1612;13074
W06-0104	14366;2441
W06-0105	6753
W06-0106	13888;9854
W06-0107	14586;4839;3285
W06-0108	14347;170;14401
W06-0109	5722
W06-0110	8235;8789;6301;14548
W06-0111	14344;232;5471
W06-0112	14402;14972;170
W06-0113	14895;14919
W06-0114	14976;6257;2390;6281;4956
W06-0115	8180
W06-0116	2369;14867;6557
W06-0117	8445;8219;4166;5935;8568;13896
W06-0118	12449;11759
W06-0119	13334
W06-0120	13336;6390;12811;3773;6276
W06-0121	13951;8363;14673;13188;14343
W06-0122	14313;6666;13336;6276
W06-0123	14692;7787;8420;9707
W06-0124	14700;445;14318
W06-0125	14825;2315;14533;15360
W06-0126	14837;10976;14100;13942
W06-0127	14878;6295;8239
W06-0128	10165
W06-0129	426
W06-0130	2033;10531;12099;12791
W06-0131	2059;14420;10534;5591
W06-0132	4656;12801;8590
W06-0133	6639;14285
W06-0134	6736;5546;1187
W06-0135	8271;3774
W06-0136	8319;6439;6970
W06-0137	12456;5588;15249
W06-0138	13912;12154
W06-0139	14349;14528;8354
W06-0140	14909;5934;3775;2238
W06-0141	14936;13958;13961;13902;14934
W06-0201	9586;6458;8609;12211;6951;13387;6557
W06-0202	12621;5473
W06-0203	13871;10704
W06-0204	5473;12621
W06-0205	2604;11738;3020
W06-0206	6724;5511
W06-0207	3730;12498
W06-0208	10463;11295
W06-0301	7304;3396
W06-0302	12661;241
W06-0303	4968;6568
W06-0304	5485;2563;14139;574;6049;13430
W06-0305	10884;4090;8001;6839;14035
W06-0306	6115;14460;5032;7059
W06-0307	14822;7543;6002;13866
W06-0308	2653;4525
W06-0401	13569;6007;6161
W06-0402	10537;7252;3988
W06-0403	10931
W06-0404	1334
W06-0405	11498
W06-0406	8860;3829
W06-0501	9753;13682
W06-0502	9873;11936;12977;4986;4791
W06-0503	12748;6469;14070
W06-0504	8668;10649;10822;12512
W06-0505	4021;9374
W06-0506	11572;2676
W06-0507	2836;11539;10173;832
W06-0508	12507;9526
W06-0601	3701;8489;4832
W06-0602	2720;13337;12735;7691;12812;6276
W06-0603	14586;3285
W06-0604	3967;8114;9419;10717
W06-0605	9000;6365
W06-0606	9227
W06-0607	12439;3566;6176;8401
W06-0608	12977;11936;4986
W06-0609	6280;10359;13039;14602;3471;8816;7737;12132
W06-0610	2961
W06-0611	13061;8019;4335
W06-0612	12037;2562
W06-0701	5656;9594;11203
W06-0702	7123;984
W06-0703	8330;2636
W06-0704	3991;8345
W06-0705	5789;6065
W06-0706	8858;14988
W06-0707	3805
W06-0801	10961;13364;9651
W06-0802	3976
W06-0803	11842;8961;6578
W06-0804	11319;13106;11342
W06-0805	2405;10985;9430;4520
W06-0901	12797
W06-0902	3781;9021
W06-0903	3788;14181
W06-0904	8766;14096
W06-0905	9781;11742;2894;2930
W06-0906	10339;9547;6146
W06-0907	12311;14035;3845
W06-1001	4884;2505;5227;15486;9408;10589;12474
W06-1002	5722
W06-1003	12474;13096;8800;9774;9408;6298;15486
W06-1004	8592;2572;12057;14205
W06-1005	232;1456;5471
W06-1006	12063;14063
W06-1007	10781
W06-1008	5004;13036;2546
W06-1009	2458;13725;8199;9039
W06-1101	9805;6102
W06-1102	3752
W06-1103	12557;7738
W06-1104	14787;5613
W06-1105	5656
W06-1106	4232;11936
W06-1107	7528;12146
W06-1108	5960;7425;5400;9805
W06-1109	12318
W06-1110	2773
W06-1111	9805;14160
W06-1112	6204;2798
W06-1113	4444
W06-1114	4106;4107
W06-1201	6961
W06-1202	10660;11134;9538;3228;5147
W06-1203	7078;5277
W06-1204	13688;6839
W06-1205	9545;12461;11027
W06-1206	14853;7556;13759;6468
W06-1207	3363;12624
W06-1208	9876;6961
W06-1301	6168;5674;6348
W06-1302	7516;6956;9675;9642;13383;10103;10175
W06-1303	8159;10454;13308;7163
W06-1304	13632;14107;10797
W06-1305	5300
W06-1306	7142;14630
W06-1307	1334
W06-1308	4006;10726;10995
W06-1309	8551
W06-1310	1334
W06-1311	13739;10247;15264;535;15267;934;8626
W06-1312	13106;12259;13195
W06-1313	11429;13308
W06-1314	9476;1411;5607;13436
W06-1315	9245;5833;8623
W06-1316	5068;12882
W06-1317	14094;3490;5904;11543;11809
W06-1318	5198;14630
W06-1319	14988;9900;5228
W06-1320	5231;2932;5364
W06-1321	8401
W06-1322	8250;14302;11623
W06-1323	13234;13085
W06-1401	9095
W06-1402	5800;7160;13561;7465
W06-1403	14123
W06-1404	13632
W06-1405	6559;13730;10072
W06-1406	8346
W06-1407	4978;8925;11791;13542
W06-1408	6225
W06-1409	2415;8918;3599
W06-1410	13740;3781
W06-1411	5019;14002;13235
W06-1412	12640;12223;15162;4836
W06-1413	7196;11320;3599
W06-1414	5720
W06-1415	9483
W06-1416	7001;5637;9335
W06-1417	5464
W06-1418	9043;3782
W06-1419	2985;3219;14174
W06-1420	3599;13574;5165
W06-1421	9045;7235
W06-1422	11195;9045
W06-1501	2480;11060
W06-1502	7984;2571;10432
W06-1503	7347;11055;11850;14634;6839
W06-1504	2480
W06-1505	5748;5951
W06-1506	5748
W06-1507	6263
W06-1508	7073;12017;7031
W06-1509	11568;11850
W06-1510	6916;11415
W06-1511	8297;6916
W06-1512	6280
W06-1513	5126;7592
W06-1514	2660;3823;13751
W06-1515	6916;11264
W06-1516	7591;10430;5124
W06-1517	7715;9385
W06-1518	8461;11759
W06-1519	10404
W06-1520	10928
W06-1521	11684
W06-1522	3104;3073
W06-1523	12613
W06-1524	12659
W06-1601	5491;8780
W06-1602	12354;9946
W06-1603	10979;6948;2791
W06-1604	14580;11909;4514
W06-1605	9380;6125
W06-1606	8809;13933;4329;7439
W06-1607	4845;7726;6783
W06-1608	11001;3529
W06-1609	2568;2644
W06-1610	14910;1807;3396
W06-1611	11474;8401
W06-1612	9946
W06-1613	13106;12259;13195
W06-1614	2773;6102;8685
W06-1615	11114;9072;3481
W06-1616	11268;2977
W06-1617	6738;9843
W06-1618	9990;8875
W06-1619	9917;8970;13398;9356;13382
W06-1620	11310;6961
W06-1621	5328;12221;3752
W06-1622	8328;12403
W06-1623	13056;4026;8072;7882
W06-1624	14341;8537;4243;8424;5101;2389
W06-1625	10957;8401
W06-1626	14860;6079;13783
W06-1627	14803;5288
W06-1628	3624;7703;3241
W06-1629	14411;4968;6568
W06-1630	13007;14635;4766;12537;1245
W06-1631	10042;12887;11912
W06-1632	4714;12683
W06-1633	9877;9879
W06-1634	14446;9356;10139;13031;13379
W06-1635	6151;6839;4080
W06-1636	5945;1836;6785
W06-1637	11203;6150;7148
W06-1638	4229;4383
W06-1639	13156;10351;8048
W06-1640	12661;241
W06-1641	4361;7975
W06-1642	6953;9742
W06-1643	5074
W06-1644	6274;5321
W06-1645	12068;5234;2401
W06-1646	12088;3378
W06-1647	4272;7359
W06-1648	8659;3826
W06-1649	9956;15360;12958
W06-1650	7304;10362;2625;10540
W06-1651	2695;13340;241
W06-1652	11295;10463;3566
W06-1653	13534;14480
W06-1654	5414;3719
W06-1655	4577
W06-1656	4636;11451
W06-1657	11715;5552
W06-1658	11047;6836;6842
W06-1659	5877;5874;4436
W06-1660	5586;14821;12737
W06-1661	13684;10094
W06-1662	6726;10948
W06-1663	3692;11287
W06-1664	8960;11665;13463;6578
W06-1665	6634;9884;116
W06-1666	13216;5995
W06-1667	2259;15360;12958;9956
W06-1668	13291
W06-1669	11206;8893;2803;12488
W06-1670	2854;3925
W06-1671	14150;3708;9030
W06-1672	14777;4936
W06-1673	4736;8780;9840
W06-1700	7238;7615
W06-1701	2795;2717;9633;10223;3180;3199
W06-1702	15198;4514
W06-1703	13270;7209;12897;11769;13542;11791
W06-1704	11816;12479;9230;838;6492;8512
W06-1705	11134;13863;4787;7235
W06-1706	11844;14066
W06-1707	2628
W06-1708	4838;5261;2360;3680;14379;12739
W06-1709	14990
W06-1710	2686;9138;3950
W06-1801	9102
W06-1802	12715
W06-1803	4319;15455;4594
W06-1804	5163;2690
W06-1805	4170;5126
W06-1806	8671
W06-1807	9109;5723;7415;14576
W06-1808	9483
W06-1809	10989;8746
W06-1901	7961;12008;9780
W06-1902	1131;11716
W06-1903	11591;2953
W06-1904	8315;5461;11333;13762
W06-1905	9326;13912;12175;8341
W06-1906	5114;13507;8890
W06-1907	3563;5743;14514;236;5028
W06-1908	11151;11148;7192
W06-1909	5843
W06-1910	4691;3049
W06-2001	11742;2894;9572;9781;12512;938
W06-2002	6220;7717
W06-2003	11089;8163
W06-2004	10510;7743;4734;7604;12436
W06-2005	5762;4633;4048;13508
W06-2006	13070;4877
W06-2007	13944;8892
W06-2008	10273
W06-2101	3573;7144
W06-2102	7434
W06-2103	13309
W06-2104	8150
W06-2105	5843;5982;10248
W06-2106	8397;5807
W06-2107	7947
W06-2108	7107;12779;11072;7692;11027;11762;8828;3251;9590;11635
W06-2109	11166;2443
W06-2110	7307;6961
W06-2111	13586
W06-2112	13788
W06-2113	9735;7192
W06-2201	5211;7563
W06-2202	5313;7967;11404
W06-2203	2748;6543;2912
W06-2204	9099;7800
W06-2205	12327
W06-2206	12523;3603;10839;3615
W06-2207	12819;13429;10739
W06-2208	13244;12423;4514
W06-2209	13774
W06-2301	3271
W06-2302	3976;13667;10669;13258
W06-2303	9602;9197
W06-2304	10811
W06-2305	4853;9186
W06-2401	3295;4541;4670
W06-2402	7872;15082
W06-2403	10660;12792;11134;14704
W06-2404	13364;12184;12897;13542;13459;8966;11791;9651
W06-2405	2923;3169
W06-2406	11324
W06-2407	12961;6948;3698
W06-2408	173;9544
W06-2409	12520;5963
W06-2410	3191
W06-2501	10463;10510
W06-2502	11814;13133;2843
W06-2503	9036
W06-2504	10516
W06-2505	12508;3829;12621;13080
W06-2506	9164;11941;14039
W06-2601	11718;4623;1209
W06-2602	49;3615;3750
W06-2603	3538;9171;1155;10443;4904
W06-2604	14775;3295;5452;12274
W06-2605	12739;2360;7305
W06-2606	2721;9131;9837
W06-2607	9510;10688;7938
W06-2608	5313;5329;12665
W06-2609	4555;12715
W06-2610	7947;13090
W06-2611	5310;9510
W06-2612	12410
W06-2701	2948;6746;12797;3262;11922;3921
W06-2702	11144;7362;5167;5483;1919
W06-2703	5534;8972;13224
W06-2704	9014;7243;345
W06-2705	5782;9825;13678
W06-2706	12327
W06-2707	3944;15013;11165;7218
W06-2708	4319;15455;4594
W06-2709	2663;4109
W06-2710	7243;345
W06-2711	7675;11281;5252;11852;8576
W06-2712	2871
W06-2713	10649;9392;5307;8668
W06-2714	3093
W06-2715	3134;14241;5352;9214;11917
W06-2716	12750;6467
W06-2717	13788;5620;8565;8824;11701;13197
W06-2718	13845;3399
W06-2801	9138
W06-2802	3399
W06-2803	13038
W06-2804	4408
W06-2805	4401;3262
W06-2806	11732
W06-2807	5337;2566;10549
W06-2808	14373;14276
W06-2809	13275;2930
W06-2810	4764;3262
W06-2811	3054;5386;7015
W06-2901	3750
W06-2902	13217;5995
W06-2903	10619;7699;7411
W06-2904	13919;2424;8467;11960
W06-2905	14987
W06-2906	5133;14563
W06-2907	5328;3752;3747;7151;9194
W06-2908	3406;13280
W06-2909	9510;10688;7938
W06-2910	11941
W06-2911	4447
W06-2912	11447
W06-2913	5911;3100
W06-2914	5231;2932;5364
W06-2915	8358;14211;3566;5900
W06-2916	13900
W06-2917	2932;4540
W06-2918	12375;10237
W06-2919	12945;13185;8295;3481
W06-2920	14354;8868
W06-2921	7682
W06-2922	5897
W06-2923	10247
W06-2924	49;11588;3615;5198;13221
W06-2925	480;12819;2858
W06-2926	1645;4120;11476
W06-2927	2421;5721;8952
W06-2928	3529;5991
W06-2929	4229;12382;12394
W06-2930	6775;10029
W06-2931	8439;8603;14929;8247
W06-2932	9072;8136;3481
W06-2933	9966;5710;9913;3353;8838
W06-2934	11268;15327;9231
W06-2935	11863;12528
W06-2936	12187
W06-2937	14349;8077;14528
W06-2938	14712
W06-3001	9848;13528;4887;7646;6832
W06-3002	7071;4999;8922;6957
W06-3003	9054;4064;6508;5850;3401;14610;8299
W06-3004	6065;5789
W06-3005	14518;4654;4043
W06-3006	4999
W06-3007	7153;6979;9506;11913;12805
W06-3101	3009;2683;5601;7872;9837;2886;4623;15082
W06-3102	4288;10100
W06-3103	4394;7191;9131;9837
W06-3104	12382;4383
W06-3105	3927;5291;14809;7411
W06-3106	7910;5423
W06-3107	11374;2673;5083
W06-3108	14783;9837
W06-3109	2974;2673;653
W06-3110	14783;9837
W06-3111	14406;14783;9837
W06-3112	10267;5535;2443;14027
W06-3113	4623;9819
W06-3114	7473;9434
W06-3115	14007;13384;6585
W06-3116	10458;5423;7910
W06-3117	11708;2507
W06-3118	6783;11595;4844;7725;12292;6766;7930
W06-3119	14966;13693
W06-3120	2568;3647;2683;7872;7194;15082;2886;2644
W06-3121	10199;3848;13791;3444
W06-3122	10198;12827;3440
W06-3123	10635;15467;10237;7473
W06-3124	9174;13291;11001
W06-3125	3647;2683;7872;2568;7194;15082;2886;2644
W06-3126	2679;2858
W06-3201	9169;8410
W06-3202	9553
W06-3203	5976
W06-3204	11545
W06-3205	14361;6290;5373
W06-3206	3615;49
W06-3207	6691
W06-3208	6999;4133;3557
W06-3209	1397
W06-3210	2718
W06-3301	14682;14064
W06-3302	8285;9868;7550;8801
W06-3303	5037;12868
W06-3304	11721;10851;5402;13303;5485
W06-3305	12962;14163
W06-3306	4576;9591;14529;7270;14127
W06-3307	14591;9441;11051;8808
W06-3308	13337;2720;8369;12811;7691;12736;12812;6276
W06-3309	8345;7000;3991;7204
W06-3310	11019;8058;1699;14682
W06-3311	11575
W06-3312	11953;9488
W06-3314	9488;11953;4253;7994
W06-3315	3155
W06-3316	5154
W06-3317	5354;10708;5985;11467;10545;5355
W06-3318	5542
W06-3319	6728;7528;2424
W06-3320	6781;8231;7623;3132;6403
W06-3321	9270;11217;13278;13747
W06-3322	9893
W06-3323	10074;12686;12760
W06-3324	11438;5444
W06-3325	11810;11654
W06-3326	11967;5948
W06-3327	13030;13396;13379
W06-3328	13774;5154
W06-3401	9594;12880;11210
W06-3402	12626;3819;8457
W06-3403	6362;6833;6451;13082;758
W06-3404	7215;11527
W06-3405	10959;4366;9890
W06-3406	638;3155
W06-3407	5256;3506
W06-3408	5485;8522;11434;11954
W06-3409	1334
W06-3410	3625;5642;4565
W06-3501	9731
W06-3502	4319;3506
W06-3503	6830;8699;10377
W06-3504	2569;4319;3579;12863
W06-3505	8502
W06-3506	5194;14269;9726;2918
W06-3507	10726
W06-3508	9236
W06-3509	3068
W06-3510	12592;3870
W06-3601	6317;7440;6839
W06-3602	13202
W06-3603	13427;9155
W06-3604	3615
W06-3605	5299;9610;11672
W06-3606	3708;9030
W06-3607	6724;11526;5511
W06-3701	12033;4083
W06-3702	1928;12631;11131;11729;12573;6157
W06-3703	4370;7349;2393;8141;10395
W06-3704	5978;13424;6652
W06-3705	12441
W06-3706	4083;12033
W06-3707	11131;12631;1928;11729;12573;6157;9685;6557;6982
W06-3708	4370;7349;2393;12753;4157;10395
W06-3709	5978;13424;6652
W06-3710	4101;1389;2214
W06-3711	5109;14905;11757;10153;7771;14938;4004;10930;14842;9897
W06-3801	9302;3155;9840
W06-3802	5877;5874;9981
W06-3803	5085
W06-3804	9374;6718;4735;9339
W06-3805	9741;983
W06-3806	14754;9510
W06-3807	9400
W06-3808	1576;14942
W06-3809	5879;7203
W06-3810	8981;8180
W06-3811	9556;5890;5169
W06-3812	10286
W06-3813	9741;985
W06-3814	11206;8893;2803;12488
W06-3815	13344;12624
W06-3900	12354;7509
W06-3901	3126
W06-3902	4090;6839;314
W06-3903	15429;11066
W06-3904	7509;13118
W06-3905	8143;793;15477
W06-3906	404;14221;15169
W06-3907	9638;3300;7024
W06-3908	598;584
W06-3909	10540;10362
W06-3910	763;3648
W06-3911	13230
W06-3912	13866;10908;7543;5319;3420
W06-3913	12797;877;3581;212
W06-3914	15159
W06-3915	2888
W06-3916	15515
W06-3917	5982;2684
W06-3918	10732
W07-0101	7644;925
W07-0102	11190;2807
W07-0103	7650;14942
W07-0104	10672;11759
W07-0201	14787;5613
W07-0202	14240
W07-0203	8104;8626;10383;3829
W07-0204	8372;6948
W07-0205	6705;7000
W07-0206	5091;3481
W07-0207	10187
W07-0208	6746;3262
W07-0209	9422;5053
W07-0210	4688;9138;10965;4053
W07-0211	9244;4679;2930;10338
W07-0212	2726;13154;9546;7964;5099
W07-0213	6997;6664
W07-0301	14188
W07-0302	13179;11846;14072;14582;14670
W07-0303	6798;4366;5272;8464
W07-0304	7120;11231;3866;6404;7657;8169;10677
W07-0305	11691;11115;5830;4496;11527
W07-0306	10293
W07-0307	2591;2502;3589
W07-0308	14232;4389
W07-0309	11397;5305
W07-0310	12913;14232
W07-0311	8979
W07-0312	21;3642;10230
W07-0313	3577;5957
W07-0401	14868;14783;9837
W07-0402	9811;12160
W07-0403	2424;8332
W07-0404	14803;5288
W07-0405	6317
W07-0406	6222;7719
W07-0407	13688;6839
W07-0408	3378;9795
W07-0409	2523;3186;2581;11973
W07-0410	4810;13783
W07-0411	10267;2443;14027
W07-0412	12160
W07-0413	13688;7230
W07-0414	4229;3378;7204
W07-0601	11448
W07-0602	13391;11089
W07-0603	11437;5953;15135;13988;8624
W07-0604	11611;3849;7970;8624;14225
W07-0605	15092;7560
W07-0606	2996;12624
W07-0607	7617;8114;10204
W07-0608	10748;3895;9025
W07-0609	10393
W07-0610	5414;3719
W07-0611	10706
W07-0612	4034;3573
W07-0701	9174;11001
W07-0702	10635;10237;7473
W07-0703	7033;6766;7725;4844;10837
W07-0704	10098;4288
W07-0705	13750;10591;9837
W07-0706	14398;8435;8355
W07-0707	3009;9837
W07-0708	10559;5388;13288;653
W07-0709	12799;14892;8284
W07-0710	9866;8674;5940
W07-0711	5940
W07-0712	4624;1210
W07-0713	13750;8157;9837;15082
W07-0714	10267;2443;14027
W07-0715	9447;11001
W07-0716	8645;6136;11221;4182
W07-0717	4844;7725
W07-0718	15466;4818;7473;9434;11929
W07-0719	2679;2858
W07-0720	2568;3647;7872;7194;2644;2886;15082
W07-0721	2568;2644
W07-0722	2920;6851
W07-0723	6200;12721;13354
W07-0724	13475;12292;7930;6783
W07-0725	11973
W07-0726	2386;4378;4625;5872;6711;13129
W07-0727	10473;11482;9889;6080;13783
W07-0728	12293;13475;6549;7725
W07-0729	1508
W07-0730	3453;5948
W07-0731	14967;13694;10473;13784
W07-0732	2607;12043;7473
W07-0733	7473;11929
W07-0734	7970;10287
W07-0735	2519
W07-0736	14586;14916;1806
W07-0737	9384;6434
W07-0738	2679;2858
W07-0801	3526
W07-0802	3744
W07-0803	12085;11135
W07-0804	8659;3826;4436;5877
W07-0805	11503;9186
W07-0806	12631;5704;11128;6157
W07-0807	10042;12887;11912
W07-0808	9816;8977;5039;4402
W07-0809	5928
W07-0810	12039;4801
W07-0811	9049;951
W07-0812	3347
W07-0813	3427;3522;14222
W07-0814	2452;5767
W07-0901	12201;7503;10196
W07-0902	13289;11418;13733
W07-0903	3603
W07-0904	12264;7408;8345
W07-0905	7150;3639
W07-0906	2653
W07-0907	5495;6961;10657
W07-0908	2879;6545;5187;14159
W07-0909	12872;3752;7970;12086;14225
W07-0910	5108;6942;7542;10039
W07-0911	6817;14861;9832;4581;3937
W07-1001	11332;9330;6197
W07-1002	3432;10510;10313
W07-1003	4121;7105;3224
W07-1004	727;5299;7860;5906;5968;11672
W07-1005	8419;11256;7183
W07-1006	14405;4569;4933
W07-1007	2616;12828
W07-1008	3421;8008;13106
W07-1009	2543;5661;5534
W07-1010	5948;4116;6716;14294
W07-1011	1802;4209;2777
W07-1012	8644;3826;5877;5874;4436
W07-1013	10588;13508;8985;3394;6793;3132;4254
W07-1014	5429;11488;3990;5020;8066;9496;9829;10594;11389
W07-1015	12617;10770
W07-1016	1443;3173
W07-1017	3638;4221;5091;12946;531
W07-1018	4768;3990;7895;5359;11307
W07-1019	5661;8972
W07-1020	2714
W07-1021	5801;5720
W07-1022	8186
W07-1023	9086;3719
W07-1024	9270;13278;13747
W07-1025	9609;8802
W07-1026	9829;9496;5429
W07-1027	10457;14862;13955
W07-1028	10838;5685
W07-1029	11709;10761
W07-1030	12311;14035
W07-1031	13774
W07-1032	14164
W07-1033	14639;13381
W07-1101	7295
W07-1102	4618;12624
W07-1103	5479
W07-1104	13617;2923
W07-1105	865;7312
W07-1106	3363;4618;12624
W07-1107	3771;9120
W07-1108	2454;3399
W07-1109	13542;12185;13364;8968;11791
W07-1110	14881;8424;8537
W07-1201	2397;6839
W07-1202	2966;3719
W07-1203	4828
W07-1204	4986;11935;10093;12977
W07-1205	6222;7719
W07-1206	6889;14035
W07-1207	3437;4319;8786;12863
W07-1208	2528;15282
W07-1209	15215;7337;8995
W07-1210	3399
W07-1211	5473;12621
W07-1212	6216;3719
W07-1213	6229;10316;4294;8928
W07-1214	8831;2505;4499;12003
W07-1215	9048;4319
W07-1216	14063
W07-1217	14854;7557;4770
W07-1218	9119;10857;4226;4518
W07-1219	3682
W07-1220	14854;6961;7557
W07-1301	9805;4420;7528
W07-1302	7189
W07-1303	4420
W07-1304	5056;8126;3822
W07-1305	5960;6837
W07-1306	12317;12815
W07-1307	14155;8102;9805
W07-1308	12385
W07-1309	2726;6660;11762;7964
W07-1310	5351
W07-1311	10696;10636;8582
W07-1312	9394
W07-1313	9546;2726;7964;5099
W07-1314	3731;6860
W07-1315	9412;208;7970;8170
W07-1316	10608;10665
W07-1317	7528;8515;4084
W07-1401	5267;8669;3752;4149
W07-1402	14702;11197;13118;4888
W07-1403	11370;3674;7337;3300;7024;9638;3906;14729
W07-1404	13033;3440
W07-1405	9894;13986
W07-1406	13923;2953
W07-1407	8714;4647
W07-1408	3976;13667;10669;13258
W07-1409	2958;5832;13172;2398;6146;4642
W07-1410	4691;3049
W07-1411	4679;9244;2930;10338
W07-1412	14755;10539;9512
W07-1413	9417;10552;8890;5114;2392;13507
W07-1414	8868;7620;12425
W07-1415	11365;2999;6034;13704
W07-1416	12072
W07-1417	10955
W07-1418	11476;11689
W07-1419	14725;10685;3913
W07-1420	8291;9879;9877;5793
W07-1421	6470;2485
W07-1422	7324;3752;5472;12872;4940
W07-1423	5813
W07-1424	4423;6672
W07-1425	4978;7066;7064;11791
W07-1426	8205;6544;5115;11039
W07-1427	1356;1117;5491;5706;7211;8616;3261;11045;14596;8780
W07-1428	6065;9336
W07-1429	3424;2604;3020
W07-1430	4170;5126
W07-1431	8616;8780
W07-1501	6467;12750
W07-1502	13241;14108;5685
W07-1503	12715;7432
W07-1504	4849
W07-1505	5685;15106;13241;10661;9107;13396;4298
W07-1506	12886
W07-1507	6372;9515;13327
W07-1508	4268;6438;14081;4119;13745;3853;3471
W07-1509	5091;3481;8754;531;14127
W07-1510	13155
W07-1511	14414;8535;14276;8262
W07-1512	14321
W07-1513	9407;12619;13302
W07-1514	13788;8565;9208
W07-1515	11138;6217;3322
W07-1516	11311;9040;5664;14974;400;505;12053;8501
W07-1517	13713;12699;3490
W07-1518	12619
W07-1519	3353
W07-1520	5249
W07-1521	14350;6748;5592;2439
W07-1522	6478;7514;6526;8952
W07-1523	3134;5352;4072;9138;3636
W07-1524	11372;4109;2663;10763;11248;11123;11007
W07-1525	7628;2498
W07-1526	12413
W07-1527	2656
W07-1528	10330;4489
W07-1529	9227;6467;4011;12208
W07-1530	12582;3566;2711;11159;13106;14035;14211
W07-1601	6446
W07-1602	5025;6961;7431
W07-1603	2646;5564
W07-1604	3329;13100;5752
W07-1605	4155;7374;2869;11353
W07-1606	697;11002
W07-1607	3886;10948
W07-1608	6415;2081;11147
W07-1701	3023
W07-1702	8837;3539
W07-1703	7604;3551;2925
W07-1704	10724;12865;7780
W07-1705	8802;9609
W07-1706	3023;3341;12526;12308;10240;8109;2798;3213
W07-1707	4784;14156;5640
W07-1708	7481
W07-1709	3133;2706;13806;7638;7809
W07-1710	10316;6137
W07-1711	11514;12537
W07-1712	7074;9543
W07-1713	11298;3836;13536
W07-1801	2529
W07-1802	8470
W07-1803	10556;11077
W07-1804	6825
W07-1805	10293;5092;2512;2764
W07-1806	12631;4794;12573;1928;11729;13360;11132;6157
W07-1807	7658;11132;11729;12631
W07-1901	4849
W07-1902	7055
W07-1903	6061;3595
W07-1904	4532;3166;7023
W07-1905	6028;8509;3867;3382;15499
W07-1906	758;5289;13082
W07-1907	6351;14911;5543;3255
W07-1908	6665;13308
W07-1909	8509;6028;3867;3382;13287
W07-2001	11206;8668;2803;10254;11287;13802
W07-2002	11206;12488
W07-2003	2656;3453;9740;984;13437;14712
W07-2004	6748;14350;2439
W07-2005	8397;5807
W07-2006	9753;8397;5807
W07-2007	8846;9947
W07-2008	2858;13756;2889;3163
W07-2009	9036;9753
W07-2010	9843;1509
W07-2011	10224;1076;9809
W07-2012	5594;5390;12028
W07-2013	12666;9250
W07-2014	13713;5058;11868;6024;7077;3490
W07-2015	3691;11287
W07-2016	10875;8505;4119;3471
W07-2017	3347;3045;4397;4642;8787;3471
W07-2018	6717;4423;4489
W07-2019	8084;3390;4617
W07-2020	7825
W07-2021	8397
W07-2022	4494;9488
W07-2023	13313;4553
W07-2024	2383;8875
W07-2025	9990;8875
W07-2026	3347;9512;10686
W07-2027	6059;2953
W07-2028	5314;7968;10687;11405
W07-2029	5313;5329;12665
W07-2030	6921;11289
W07-2031	8161
W07-2032	2751;3147;11287
W07-2033	2633;12302;3157;3197
W07-2034	5597;1994;6292;14841;8439
W07-2035	2839;14892;14537
W07-2036	14890;14883;14864;8439;8247
W07-2037	9956;15360;12958
W07-2038	9461;15038
W07-2039	6006;9461;12523;3615
W07-2040	10824;13255;10651
W07-2041	10823;8669
W07-2042	11079;5133;14563
W07-2043	9735;7192
W07-2044	14712
W07-2045	6541;12550
W07-2046	9294;12550;4865
W07-2047	10021;12550;9248
W07-2048	6775;10029
W07-2049	7307;6961
W07-2050	8891;7307;6961
W07-2051	14584;6961
W07-2052	2421;5721;8952
W07-2053	15269;8067;13059
W07-2054	1509;9843;14904
W07-2055	11576
W07-2056	6748;14926;8211;14350
W07-2057	13303;11721;5485;1813;10851;14139
W07-2058	4424;12961;14504;6948;8015
W07-2059	1622;4266;2518
W07-2060	12898;2518
W07-2061	6537;3550
W07-2062	10686;9512;7938
W07-2063	11625
W07-2064	11631;7015;4487
W07-2065	14397
W07-2066	3759;4910;14148
W07-2067	7081;12325;14148
W07-2068	7478;9036
W07-2069	12769;10173
W07-2070	4332;10800;9555
W07-2071	9380;6125;11221
W07-2072	7604;9751;3551;2925
W07-2073	7604;3551;2925
W07-2074	11206;2803
W07-2075	11206;12488
W07-2076	8891;6961;11206;2803
W07-2077	3250;11206;2858
W07-2078	14775;5452;12274
W07-2079	15004;15003;3204
W07-2080	3453;5948
W07-2081	3573
W07-2082	10032
W07-2083	15049;13665
W07-2084	891;11704;8894
W07-2085	8348;10075;2003;4766;11514;2656
W07-2086	10463;7215;10510
W07-2087	10510
W07-2088	7917;15000;5219;8517;12038
W07-2089	4422;4442
W07-2090	9250;3690;2857
W07-2091	5879;3690;7203;12326;9250
W07-2092	2784;8746
W07-2093	10770
W07-2094	1965
W07-2095	2858;3466;12819;13756
W07-2096	10707;11472;2761
